name,slug,city_slug,category_slug,address,phone,website,rating,reviews,latitude,longitude,short_description,description,photo,google_maps_link,place_id
French's Cafe and Bistro,frenchs-cafe-and-bistro-downpatrick,downpatrick,restaurants,"2A Castlewellan Rd, Clough, Downpatrick BT30 8RD",+44 28 4481 1703,https://www.facebook.com/FrenchsCafeandBistro/,4.8,700,54.2894202,-5.836882,"Bistro, Breakfast restaurant, Cafe, Lunch restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer6Kyr0zL-MyJthkbNK6LBt2PZJDLD3cS7EK8agbYoyt--NMlAu2GMVI2RfqYH-yNJzV82F984xaCd8p8qa_Jg1V6VTwfOwiMh0vMvLvsmUluBG8w2ctOeWtkS9nC2RzzF-GSEf=w800-h500-k-no,"https://www.google.com/maps/place/French%27s+Cafe+and+Bistro/@54.289420199999995,-5.836882,14z/data=!4m8!1m2!2m1!1sFrench%27s+Cafe+and+Bistro!3m4!1s0x48613d88ed5dac57:0x91a3ca0b74239e33!8m2!3d54.289420199999995!4d-5.836882",ChIJV6xd7Yg9YUgRM54jdAvKo5E
Avenue Bar,avenue-bar-downpatrick,downpatrick,pubs,"18 St Patricks Ave, Downpatrick BT30 6DW",+44 28 4461 7609,,4.7,61,54.32704589999999,-5.716912499999999,Pub,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqDSrveMSvBpgupzGNlRDW64I7Oo6J2hATx68KACUGYVd9Hj7ePDTBADFqRrSKVC_YUSrnrNuPc3PDxH21K3D77ni5gObtgAvBD1L7vjgOFrXfFOWPMRpTue0IuhvPRQEvNUg82=w800-h500-k-no,"https://www.google.com/maps/place/Avenue+Bar/@54.327045899999995,-5.716912499999999,14z/data=!4m8!1m2!2m1!1sAvenue+Bar!3m4!1s0x486115161cd40cff:0xfbec192f1fce43e7!8m2!3d54.327045899999995!4d-5.716912499999999",ChIJ_wzUHBYVYUgR50POHy8Z7Ps
Kim On In,kim-on-in-downpatrick,downpatrick,restaurants,"30a St Patricks Ave, Downpatrick BT30 6BZ",+44 28 4461 6666,https://www.facebook.com/Kim-On-In-778931325458517/,4.7,29,54.32670239999999,-5.716557,"Restaurant, Breakfast restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepuDF_GAEAXud4jtkFWdVaYI6f31pmBPUjAn-ss7IS6xPz0Vu1cXAWMfU5lbTgdXAdkEq2ydfefarRyuRE-BXP46r-nuc87AmpVE9iXyrIJObpvRJlLx-ufQO0tJt8UlaVMDVRI=w800-h500-k-no,"https://www.google.com/maps/place/Kim+On+In/@54.326702399999995,-5.716557,14z/data=!4m8!1m2!2m1!1sKim+On+In!3m4!1s0x4861153d8adb1345:0xfca45cf316490e2b!8m2!3d54.326702399999995!4d-5.716557",ChIJRRPbij0VYUgRKw5JFvNcpPw
Daft Eddy's | Bar & Restaurant,daft-eddys-bar-restaurant-newtownards,newtownards,restaurants,"1 Sketrick Island, Killinchy, Newtownards BT23 6QH",+44 28 9754 1615,https://www.dafteddys.co.uk/,4.6,1902,54.4878644,-5.6472988,"Irish restaurant, Bar","Family-run restaurant and bar with contemporary interiors, loch-view terrace and innovative cuisine.",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerktXnfZnP6N61vWiQjEiDcwK4m8oVaIoX9-nEqHPf6QGnkQ0CGskj5ZPLykOmFqXPMBb5Q7ygz_gYmzq5KZhax_ZF0SWMmADsmx5Mr0efrPr8B8uDI__8x6j0rwdtUKUTzDPz2=w800-h500-k-no,"https://www.google.com/maps/place/Daft+Eddy%27s+%7C+Bar+%26+Restaurant/@54.4878644,-5.6472988,14z/data=!4m8!1m2!2m1!1sDaft+Eddy%27s+%7C+Bar+%26+Restaurant!3m4!1s0x486172723b92c047:0xe969165cf6ec0432!8m2!3d54.4878644!4d-5.6472988",ChIJR8CSO3JyYUgRMgTs9lwWaek
The Kiln & Kettle,the-kiln-kettle-downpatrick,downpatrick,cafes,"52 Market St, Downpatrick BT30 6LY",+44 7546 079899,https://thekilnandkettle.com/,5.0,2,54.32749159999999,-5.7168683,Art cafe,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwertU78gEnkmB0J0TEuxkxrnJslgoHMHAKT_tw3ZUJXzOAtlAn_RjaNdyz3FzwMQVPX3D8QW_Xyd1hb5xOqkCpjEJZ-EvgY33z-D4s9f1I5UijxHCERPVaRdD1uXR-gUGiFfhgjmORkbu197=w800-h500-k-no,"https://www.google.com/maps/place/The+Kiln+%26+Kettle/@54.327491599999995,-5.7168683,14z/data=!4m8!1m2!2m1!1sThe+Kiln+%26+Kettle!3m4!1s0x4861157e36d5a973:0xb7578eafecfe708c!8m2!3d54.327491599999995!4d-5.7168683",ChIJc6nVNn4VYUgRjHD-7K-OV7c
Fodder in the Woods,fodder-in-the-woods-downpatrick,downpatrick,things-to-do,"26 Killyleagh Rd, Downpatrick BT30 9BL",+44 28 4410 3104,http://www.fodderni.com/,4.5,489,54.3593091,-5.708665799999999,"Farm shop, Cafe",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJ_TlXMRD7knyTASGmWW9XqMXMhPkhFHA0se-QZt_BLInOogXH_ncrIlxzXEVxRG7Q_ZNi27tmOVpsD6VK4IPPkkfqPkG7piT4vQPZK0HC33-CD2PeQ1K6Uga9AttsIchCFqY2djo5E6Q=w800-h500-k-no,"https://www.google.com/maps/place/Fodder+in+the+Woods/@54.3593091,-5.7086657999999995,14z/data=!4m8!1m2!2m1!1sFodder+in+the+Woods!3m4!1s0x4861150513a1edad:0x639151f9623e1f38!8m2!3d54.3593091!4d-5.7086657999999995",ChIJre2hEwUVYUgROB8-YvlRkWM
Cafe Velo,cafe-velo-downpatrick,downpatrick,cafes,"2a, Hamilton House, Killyleagh, Downpatrick BT30 9QQ",+44 28 4421 9476,http://facebook.com/cafevelo,4.9,42,54.3998262,-5.6508645,Cafe,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer85-DTCQAGQ2LQuwJCIKyk0AkwIwvpU_PemJAfGsNwWbfyki0uXZ7KXdk5MxSCTXn1vE1CHgsFjT8n-XXok8Pjc8ptDXmxTOCioHvOJ05mNTzlOJyvMFfH0p8VLOLOvk3asV0=w800-h500-k-no,"https://www.google.com/maps/place/Cafe+Velo/@54.3998262,-5.6508645,14z/data=!4m8!1m2!2m1!1sCafe+Velo!3m4!1s0x48616d9e68327259:0x91d5de6c1a551768!8m2!3d54.3998262!4d-5.6508645",ChIJWXIyaJ5tYUgRaBdVGmze1ZE
Herrons Country Fried Chicken,herrons-country-fried-chicken-downpatrick,downpatrick,restaurants,"26 St Patricks Ave, Downpatrick BT30 6DP",+44 28 4461 7766,https://www.herronscfc.com/,3.6,97,54.3267781,-5.7166475,Fried chicken takeaway,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepaov1Ewsb3aOBMTIPHniKv342BuGPQlrnYxvZ7QPirK4FCs_vVCfPXRmcUnXZsb5IIc4HUYadeajLrrM_EI4VazwBSgRm3w6_00qazbccxn7nMfYnuFmMRk3t-FnNnBen80uXQ=w800-h500-k-no,"https://www.google.com/maps/place/Herrons+Country+Fried+Chicken/@54.3267781,-5.7166475,14z/data=!4m8!1m2!2m1!1sHerrons+Country+Fried+Chicken!3m4!1s0x48611516021327df:0xe19516e2641fd39d!8m2!3d54.3267781!4d-5.7166475",ChIJ3ycTAhYVYUgRndMfZOIWleE
McCarthy's Sandwich & Coffee Bar,mccarthys-sandwich-coffee-bar-downpatrick,downpatrick,cafes,"40-42 Downpatrick St, Crossgar, Downpatrick BT30 9EA",+44 28 4483 1791,https://www.facebook.com/share/17JNdcsL6u/,4.8,255,54.395885,-5.7605499,"Cafe, Breakfast restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerDyu5IWGzM-HnN5LN00kZ2ltAxN46_a0dNujiP55xaS4zSUPeJ-o_f-nJGNZEzk8fETRlRhj8cO4MU6vlA9KiW54mKPgN96wy1ueit0YNrqHIFjxCyXIXczMRIXE15Tt3Gr1BGIg=w800-h500-k-no,"https://www.google.com/maps/place/McCarthy%27s+Sandwich+%26+Coffee+Bar/@54.395885,-5.7605499,14z/data=!4m8!1m2!2m1!1sMcCarthy%27s+Sandwich+%26+Coffee+Bar!3m4!1s0x4861139d51174d99:0x72e0f7a74920b643!8m2!3d54.395885!4d-5.7605499",ChIJmU0XUZ0TYUgRQ7YgSaf34HI
The Old Commercial Bar (Mannies),the-old-commercial-bar-mannies-downpatrick,downpatrick,pubs,"2 Kildare St, Ardglass, Downpatrick BT30 7TR",+44 28 4484 2376,http://www.facebook.com/oldcommercial,4.8,96,54.258795,-5.6066805,Pub,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBGJ2XFbe8f2nedyTpsXplJt7Z8NsoIEbL5AJwbMFDsD_Hwo0-pvt0vPakXiGzDzuTSHxzVeoRk5VETwJosy-3A7COCxbgMmacRJwoDcxk6_9E7I0BtoyLR-K0tZAkzyORBnhf=w800-h500-k-no,"https://www.google.com/maps/place/The+Old+Commercial+Bar+%28Mannies%29/@54.258795,-5.6066804999999995,14z/data=!4m8!1m2!2m1!1sThe+Old+Commercial+Bar+%28Mannies%29!3m4!1s0x486141074333edbd:0x124e6299ec32ca32!8m2!3d54.258795!4d-5.6066804999999995",ChIJve0zQwdBYUgRMsoy7JliThI
UMI Street Food Downpatrick,umi-street-food-downpatrick-downpatrick,downpatrick,restaurants,"38 Market St, Downpatrick BT30 6LY",+44 28 4433 4477,https://umidownpatrick.com/,3.9,34,54.3277844,-5.7165649,Chinese Takeaway,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweozqJk5w7qRGWoAD5Q9YvcnBPLPOe7q73PCd-NVwRUpOOiLZ_798Ez8_d0J74D1WxM4zmjcSZavXePgmkna9suEJPEoshBehaA91n4zz_0Oa5IL7bi9_nImWD9n8bwOAeMOIjawY-XE935_=w800-h500-k-no,"https://www.google.com/maps/place/UMI+Street+Food+Downpatrick/@54.3277844,-5.7165649,14z/data=!4m8!1m2!2m1!1sUMI+Street+Food+Downpatrick!3m4!1s0x486115edc7012893:0xee36e5090b926e3f!8m2!3d54.3277844!4d-5.7165649",ChIJkygBx-0VYUgRP26SCwnlNu4
Dollys farm,dollys-farm-downpatrick,downpatrick,accommodation,"16 Farranfad Rd, Downpatrick BT30 8JD",+44 7708 921491,http://www.dollysfarm.com/%3Futm_source%3Dgoogle%26utm_medium%3Dwix_google_business_profile%26utm_campaign%3D15429150814275056844,5.0,172,54.3153957,-5.7983246,"Holiday home, Serviced accommodation",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZ-jb8VkchgYUbV4Gcel-7PBB5-W5WpynW1SYFZ6TuQepRQl0h4Nb3a3EhgpmqyfeU3fa1LxNxMwu3cXHESYNlxEXBaXoy_Hs5L5kkKfD-T41D3FLY-NIekPf-7avYYoLUu20rOAHB-L1W=w800-h500-k-no,"https://www.google.com/maps/place/Dollys+farm/@54.315395699999996,-5.7983246,14z/data=!4m8!1m2!2m1!1sDollys+farm!3m4!1s0x48611516a3fc6873:0x44be114850e7252f!8m2!3d54.315395699999996!4d-5.7983246",ChIJc2j8oxYVYUgRLyXnUEgRvkQ
The Maghera Inn,the-maghera-inn-castlewellan,castlewellan,restaurants,"86 Ballyloughlin Rd, Castlewellan BT31 9HE",+44 28 4372 2236,https://www.themagherainn.com/,4.7,1374,54.2414101,-5.8992133,Irish restaurant,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep4ufB78XkovKp2lXKDYsE0ffUjDymgZZIT4XNmenLHYhbcoMMfCqlWwg-JPJJI51Dj_WxIxr93tzlV8N_OZtwUxyE4pVrz8UsFcFeSHDYSXqKpFSWM6UdWB9C3BNp7adHpv5OA=w800-h500-k-no,"https://www.google.com/maps/place/The+Maghera+Inn/@54.241410099999996,-5.8992132999999995,14z/data=!4m8!1m2!2m1!1sThe+Maghera+Inn!3m4!1s0x48613cd4ae12c873:0x399fc824e87aa943!8m2!3d54.241410099999996!4d-5.8992132999999995",ChIJc8gSrtQ8YUgRQ6l66CTInzk
Wok Inn,wok-inn-downpatrick,downpatrick,restaurants,"112 Market St, Downpatrick BT30 6LZ",+44 28 4461 2938,,4.7,96,54.3250432,-5.719071899999999,Chinese Takeaway,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepPFWkLqHFK_vKYosaRJ3aNL6u6D7FFJ-MpY1XzAs_SctoAjTlsQWQnizfoNrV6bIeM7h305N2PNq0n31LVO0oYwT7SxpsbY-M0uGLJ8WCfVh-geBQdwLhB0DIbZlpf-MU7ZO_Jbg=w800-h500-k-no,"https://www.google.com/maps/place/Wok+Inn/@54.325043199999996,-5.719071899999999,14z/data=!4m8!1m2!2m1!1sWok+Inn!3m4!1s0x4861151674d87965:0xeceb5d2959ac7b5b!8m2!3d54.325043199999996!4d-5.719071899999999",ChIJZXnYdBYVYUgRW3usWSld6-w
Minerstown Tavern,minerstown-tavern-downpatrick,downpatrick,pubs,"68 Minerstown Rd, Downpatrick BT30 8LS",+44 28 4485 1061,,4.7,94,54.2525863,-5.7170952,Pub,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerx5wK41Qm1-kJ07DvYzSSpt3O1wLdWMEzrrJFCMjm0Yc0t9gtx5Mj_2pD93gEGH8JtWdTQ4DQuy_ikHWUi9DnU4f-BsIMqHzQP4tVRlu8vavK6Mm73Om_ZSGmAJH3tpI7wGUSsgQ=w800-h500-k-no,"https://www.google.com/maps/place/Minerstown+Tavern/@54.2525863,-5.7170952,14z/data=!4m8!1m2!2m1!1sMinerstown+Tavern!3m4!1s0x48613f00cc66eb63:0x9f90715833d33b03!8m2!3d54.2525863!4d-5.7170952",ChIJY-tmzAA_YUgRAzvTM1hxkJ8
Wrap & Roll,wrap-roll-downpatrick,downpatrick,restaurants,"A25 Church Street, 25 Church St, Downpatrick BT30 6EH",+44 28 4461 7200,,4.7,85,54.3304214,-5.7151594,"Sandwich shop, Breakfast restaurant, Deli, Fast food restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoiCk03fphDOaU_7vIoIp6HPWN8GAhIMK-kDMpe3xe4KB81lAq-9G0KptbVQVqtA-54xsi_6q8ZjD6SZDH-wwMbnsNaMWagQ4Q0vMhgmQT10eoRT-LU6zV3EU9gJSKd9-wRnJkmTQ=w800-h500-k-no,"https://www.google.com/maps/place/Wrap+%26+Roll/@54.3304214,-5.7151594,14z/data=!4m8!1m2!2m1!1sWrap+%26+Roll!3m4!1s0x4861153d33a26b29:0x7260f159d1fc373e!8m2!3d54.3304214!4d-5.7151594",ChIJKWuiMz0VYUgRPjf80VnxYHI
Denvirs Hotel,denvirs-hotel-downpatrick,downpatrick,hotels,"14 English St, Downpatrick BT30 6AB",+44 28 4461 2012,http://www.denvirshotel.com/,4.5,458,54.32882249999999,-5.716770599999999,Hotel,"Subdued rooms and breakfast in a historic, 17th-century pub with dining and a beer garden.",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTvCzMeX6F1WB9slGHis8C5umrF_8_pRA-OBimzmaF0o9FlfAwxeIMyhAaFzgTg_HhUa_vkYUzN3hLvz4aqg8VBJXNG-zcgKd5YLGICPIEy9QLKskO_kAwWylz-OjiHDMpBrGrmLyw3yXe=w800-h500-k-no,"https://www.google.com/maps/place/Denvirs+Hotel/@54.328822499999994,-5.716770599999999,14z/data=!4m8!1m2!2m1!1sDenvirs+Hotel!3m4!1s0x4861153d813e5583:0x15b60e18bdd29965!8m2!3d54.328822499999994!4d-5.716770599999999",ChIJg1U-gT0VYUgRZZnSvRgOthU
The Corner Inn,the-corner-inn-downpatrick,downpatrick,pubs,"29 Killyleagh Rd, Crossgar, Downpatrick BT30 9DQ",+44 28 4483 0261,,4.7,92,54.397481,-5.759570399999999,Pub,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepKzsdMizO2NZ3JKWCcZiQ5MFwvUI3o68tt9AxgrtyY470dMJJ2Qfyfwx2DqpmQBtux6XCVljUSXPYh04jyCkTT3TK877y0dh7qDjuBxE6F7ryINcFulb-97HQ72miE9jK7lUgo=w800-h500-k-no,"https://www.google.com/maps/place/The+Corner+Inn/@54.397481,-5.759570399999999,14z/data=!4m8!1m2!2m1!1sThe+Corner+Inn!3m4!1s0x48611377c5221629:0xbe8718e3569aed66!8m2!3d54.397481!4d-5.759570399999999",ChIJKRYixXcTYUgRZu2aVuMYh74
Savages Bar,savages-bar-downpatrick,downpatrick,pubs,"27 Stream St, Downpatrick BT30 6DE",+44 28 4461 6404,,4.5,21,54.3247817,-5.712243099999999,Pub,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq-Zi9R1zouPvmiFIm4SDnG927ToatONkmdD7FcJcW1ZQ4YwaJKsgg01-jWLB_aGpmE5XViMsfpsUNED6Y_hDMXurlQr9jTEnAfR10-a0GSMMqgzEbv37jJEOQ9oCVxnWmERrg=w800-h500-k-no,"https://www.google.com/maps/place/Savages+Bar/@54.324781699999996,-5.712243099999999,14z/data=!4m8!1m2!2m1!1sSavages+Bar!3m4!1s0x4861153e8b329357:0xbd82f8fa85d3937!8m2!3d54.324781699999996!4d-5.712243099999999",ChIJV5Myiz4VYUgRNzldqI8v2As
Oakley Fayre Cafe and Deli,oakley-fayre-cafe-and-deli-downpatrick,downpatrick,restaurants,"31 Market St, Downpatrick BT30 6LP",+44 28 4461 2500,,4.5,254,54.3279591,-5.716778199999999,"Restaurant, Bakery, Caterer, Deli, Cafe",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerg7Ou5wOwdcua37xUbROtrbQyy7-7SG4RuKYkqpIvkMi_U1vaCXWLJYIR9PcJJamidhncbsreOh7KlDH__UMcqCHtlmWCxw0N7ba3GBvQF6RejPaeNe4eKzqdxDL4snRCGj-TpPw=w800-h500-k-no,"https://www.google.com/maps/place/Oakley+Fayre+Cafe+and+Deli/@54.3279591,-5.716778199999999,14z/data=!4m8!1m2!2m1!1sOakley+Fayre+Cafe+and+Deli!3m4!1s0x4861153d8cf3affd:0x8a3e282c797fd240!8m2!3d54.3279591!4d-5.716778199999999",ChIJ_a_zjD0VYUgRQNJ_eSwoPoo
Forum Chinese,forum-chinese-downpatrick,downpatrick,restaurants,"9 Scotch St, Downpatrick BT30 6AQ",+44 28 4461 4125,,4.7,24,54.3290555,-5.7153284,"Chinese Takeaway, Chinese restaurant",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MW8QsGmgADjznPhEn0Ts0g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=98.5803&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Forum+Chinese/@54.329055499999996,-5.7153284,14z/data=!4m8!1m2!2m1!1sForum+Chinese!3m4!1s0x4861153d09adf97d:0xfe94fc8caeb67683!8m2!3d54.329055499999996!4d-5.7153284",ChIJffmtCT0VYUgRg3a2roz8lP4
Golden Dragon,golden-dragon-downpatrick,downpatrick,restaurants,"21 Scotch St, Downpatrick BT30 6AQ",+44 28 4461 2596,,4.4,65,54.3291184,-5.7146267,"Chinese Takeaway, Chinese restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepv4EEb4txPDMtFi8npLjWsC8K8q0SDgdfb2QMc6zKcXnHyzoctB5HV_CUAu36vpuwNIZR2ukV2yWKYT7nxtAWFoY9cOKTq5DumPU_eH37R1aK8pMUdXqUsCLULYbF2EoIgFDphRg=w800-h500-k-no,"https://www.google.com/maps/place/Golden+Dragon/@54.3291184,-5.7146267,14z/data=!4m8!1m2!2m1!1sGolden+Dragon!3m4!1s0x4861153da0f11a3b:0x5c07fbd1a4c59371!8m2!3d54.3291184!4d-5.7146267",ChIJOxrxoD0VYUgRcZPFpNH7B1w
The Emperor Chinese Restaurant,the-emperor-chinese-restaurant-downpatrick,downpatrick,restaurants,"13 Church St, Downpatrick BT30 6EH",+44 28 4461 7775,https://www.facebook.com/theemperordownpatrick/,4.3,142,54.3297318,-5.7154921,"Chinese restaurant, Fast food restaurant",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqBgrqZwYERRuCLjavYyELDscjyMtbZaLtJINwAhGfN8H2YEbTcYMxwzvP4OBEkqzUJZ0ev9SF5qNdbh8JVFHtpbtoOc67rZKdN1W4uhQV0wCAdoY4EXM-xP2AuB6qVOtJtPiG-eA=w800-h500-k-no,"https://www.google.com/maps/place/The+Emperor+Chinese+Restaurant/@54.3297318,-5.7154921,14z/data=!4m8!1m2!2m1!1sThe+Emperor+Chinese+Restaurant!3m4!1s0x4861153d33a26b29:0x158bfada582623c9!8m2!3d54.3297318!4d-5.7154921",ChIJKWuiMz0VYUgRySMmWNr6ixU
Turley's Bar,turleys-bar-downpatrick,downpatrick,pubs,"5-7 Scotch St, Downpatrick BT30 6AQ",+44 7590 453136,https://www.facebook.com/TurleysBar/,4.6,101,54.3289617,-5.7154561,"Pub, Sports bar",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer8xcc4oJtE73ZXrh-Nmd7KbeZs0D0vTZCcqkQEaRCLWGdbfWqpQYlP-_jAodKpeTi4oQRM_evCRXsQFtkMPuf1WyD7_PN8E8KEIL0uAVMetEjjibgHtaCyN_ldyEQpNbPLe-Ky=w800-h500-k-no,"https://www.google.com/maps/place/Turley%27s+Bar/@54.3289617,-5.7154561,14z/data=!4m8!1m2!2m1!1sTurley%27s+Bar!3m4!1s0x4861153da0f11a3b:0x4a10e9200a770d26!8m2!3d54.3289617!4d-5.7154561",ChIJOxrxoD0VYUgRJg13CiDpEEo
Dunleath House - Guest House & ​Accommodation,dunleath-house-guest-house-accommodation-downpatrick,downpatrick,b-and-bs,"33 St Patricks Dr, Downpatrick BT30 6NE",+44 28 4461 3221,http://www.dunleathhouse.com/,4.7,22,54.3235584,-5.7167024,Guest house,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerKYxvdayBe9UkyRGVKWTAbBMDOzEjq33fFg8tL2XyL2wil9rPj5AA33Kr-KxakN9zDNIJAl0hZZzuAAkcjnTCY8k6l1ElcumR-a86cLEqUhFdEWCi8TWtpW24KN6N6I2D8Pb6m=w800-h500-k-no,"https://www.google.com/maps/place/Dunleath+House+-+Guest+House+%26+%E2%80%8BAccommodation/@54.323558399999996,-5.7167024,14z/data=!4m8!1m2!2m1!1sDunleath+House+-+Guest+House+%26+%E2%80%8BAccommodation!3m4!1s0x48611515878f0f05:0xc89d0b13121db00d!8m2!3d54.323558399999996!4d-5.7167024",ChIJBQ-PhxUVYUgRDbAdEhMLncg
The Oaks Bar & Restaurant,the-oaks-bar-restaurant-ballynahinch,ballynahinch,bars,"5, Darragh Cross, Saintfield, Ballynahinch BT24 7EQ",+44 28 9751 9167,https://theoaksbar.com/,4.7,379,54.4500244,-5.7632511,"Bar & grill, Bar, Pub",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqh3ePV98wpmgNMR4wx4850KdDG5HwF3rC7v5MpjlXI056ATygOkeo1fAeZP4nde9CRY48OPi5xJpH_LicEBEmb84uhRQP7rG8YIijC5Tdb05cUHiLowSIsS9VmWSDe0ccLqCV6=w800-h500-k-no,"https://www.google.com/maps/place/The+Oaks+Bar+%26+Restaurant/@54.4500244,-5.7632511,14z/data=!4m8!1m2!2m1!1sThe+Oaks+Bar+%26+Restaurant!3m4!1s0x486112f34c246dbb:0x9d972b88df29ecc1!8m2!3d54.4500244!4d-5.7632511",ChIJu20kTPMSYUgRwewp34grl50
The Cuan Restaurant & Hotel,the-cuan-restaurant-hotel-downpatrick,downpatrick,hotels,"6-12 The Square, Strangford, Downpatrick BT30 7ND",+44 28 4488 1222,http://www.thecuan.com/,4.5,1136,54.3709137,-5.555797999999999,"Restaurant, Bar, Boutique, Hotel, Seafood restaurant","Straightforward hotel offering simple rooms with free breakfast, plus a fine-dining restaurant.",https://lh3.googleusercontent.com/gps-cs-s/AHVAweowBWANF4NAtXYwTzri3Yuoifdx1OuYaJA12jC3BmdmcV07qp7B2keb4KTt2HG5jpt51k10ck4mAi3lbGH9Axgl_UBpw9veiIoX7iwmUq2SPA0W7g02FTqJP2hwANjCdHoj917L=w800-h500-k-no,"https://www.google.com/maps/place/The+Cuan+Restaurant+%26+Hotel/@54.370913699999996,-5.555797999999999,14z/data=!4m8!1m2!2m1!1sThe+Cuan+Restaurant+%26+Hotel!3m4!1s0x4861696a8d52023d:0x666d25da93d28798!8m2!3d54.370913699999996!4d-5.555797999999999",ChIJPQJSjWppYUgRmIfSk9olbWY
Lineage Coffee,lineage-coffee-downpatrick,downpatrick,cafes,"29 Downpatrick St, Crossgar, Downpatrick BT30 9EA",+44 28 4483 2791,,4.9,35,54.39655089999999,-5.7618661,Coffee shop,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqCl8fTqIhHVg8_4Pu_BCrV5h1ygjrz7vb7SWs0ri7zQtmmdJ46E_XxkWdV6MvNufzZHWEFl9Hg0Pq8ba6gUgdv-ozKO0aZAdOjhkg6pmRWZERMsGXDTP_2bS_PDpmYlUtebMHr=w800-h500-k-no,"https://www.google.com/maps/place/Lineage+Coffee/@54.396550899999994,-5.7618661,14z/data=!4m8!1m2!2m1!1sLineage+Coffee!3m4!1s0x486113004eccb359:0x71f29f77b9ebab97!8m2!3d54.396550899999994!4d-5.7618661",ChIJWbPMTgATYUgRl6vruXef8nE
Balloo House,balloo-house-newtownards,newtownards,pubs,"1 Comber Rd, Killinchy, Balloo, Newtownards BT23 6PA",+44 28 9754 1210,http://www.balloohouse.com/,4.5,991,54.4725227,-5.6901609,"Gastropub, Modern European restaurant, Seafood restaurant, Steak house","Renowned Modern European fine-dining restaurant on the first floor, plus a relaxed bistro below.",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqqdraovimGl3t0qaMEyaccxtrU7FbFYDup0L4raeLoZqh2EuL11TtiHHzmlDWfLTusSbukJvhFaQhCXX2pwLH5CEnxUlr6xTuiUdJmGNd_s6k02pTFfQgC_Fa--tbnnyASbp_qUw=w800-h500-k-no,"https://www.google.com/maps/place/Balloo+House/@54.4725227,-5.6901608999999995,14z/data=!4m8!1m2!2m1!1sBalloo+House!3m4!1s0x48616d5fd37afc19:0xb37b6582ee119485!8m2!3d54.4725227!4d-5.6901608999999995",ChIJGfx6019tYUgRhZQR7oJle7M
McDonald's Downpatrick,mcdonalds-downpatrick-downpatrick,downpatrick,restaurants,"Ballydugan Rd, Downpatrick BT30 6DR",+44 28 4461 9567,https://www.mcdonalds.com/gb/en-gb/location/downpatrick/downpatrick-county-down/ballydugan-road/8260964.html%23show-hours,3.8,1119,54.3239005,-5.7216399,"Fast food restaurant, Hamburger restaurant, Takeaway","Classic, long-running fast-food chain known for its burgers & fries.",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqpjeQgP9ls35RQIVpQ3G1C5LjTH_0SVJLEj0bJNFfsnxQmVGmmPsP-SkHp09KdF_2Or8fJukH3xlZ-ahstvtEMOfhAAL9VV_6Vb94rNJ148gFidTxiuZEulfVMP5FaAf3NBlQwHA=w800-h500-k-no,"https://www.google.com/maps/place/McDonald%27s+Downpatrick/@54.3239005,-5.7216399,14z/data=!4m8!1m2!2m1!1sMcDonald%27s+Downpatrick!3m4!1s0x486115ff06a2073f:0x374a3a013e868066!8m2!3d54.3239005!4d-5.7216399",ChIJPweiBv8VYUgRZoCGPgE6Sjc
